Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,cleaned_text,sentiment_group,text_length_chars,text_length_words,engagement_total,hashtag_count
679,683,Organizing a movie marathon with friends. Popcorn and cinematic adventures await! , Joy ,06/09/2023 16:45, MovieMarathonHostHighSchool , Facebook , #MovieNight #HighSchoolMemories ,22.0,43.0, UK,2023,9,6,16,organizing a movie marathon with friends popcorn and cinematic adventures await,positive,79,11,65.0,2
680,684,Experimenting with a new hair color. A bold change for a bold semester! , Excitement ,07/09/2023 18:20, HairColorExperimentHighSchool , Instagram , #HairExperiment #HighSchoolStyle ,20.0,39.0, USA,2023,9,7,18,experimenting with a new hair color a bold change for a bold semester,positive,69,13,59.0,2
681,685,Building a time capsule to capture memories for the future. Time-traveling emotions! , Joy ,08/09/2023 14:15, TimeCapsuleCreatorHighSchool , Facebook , #TimeCapsule #HighSchoolNostalgia ,26.0,48.0, Canada,2023,9,8,14,building a time capsule to capture memories for the future timetraveling emotions,positive,81,12,74.0,2
682,686,Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start! , Embarrassed ,09/09/2023 17:30, ClassroomBlunderHighSchool , Twitter , #FirstDayOops #HighSchoolEmbarrassment ,16.0,32.0, USA,2023,9,9,17,accidentally walked into the wrong classroom on the first day classroom mixup awkward start,neutral,91,14,48.0,2
683,687,Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up! , Excitement ,10/09/2023 20:45, SmoothieConnoisseurHighSchool , Instagram , #HealthyLiving #HighSchoolWellness ,23.0,42.0, UK,2023,9,10,20,trying out a new smoothie recipe for a healthy start to the week smoothie enthusiast level up,positive,93,17,65.0,2
684,688,Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments. , Sad ,11/09/2023 15:45, OverwhelmedHighSchoolStudent , Twitter , #SchoolChallenges #HighSchoolStruggles ,15.0,28.0, USA,2023,9,11,15,reflecting on the challenges of the school year feeling a bit overwhelmed with assignments,negative,90,14,43.0,2
685,689,Encountered some mean-spirited comments online. Dealing with online hate is never easy. , Hate ,12/09/2023 12:30, DealingWithHateHighSchool , Instagram , #OnlineHate #HighSchoolReality ,18.0,36.0, Canada,2023,9,12,12,encountered some meanspirited comments online dealing with online hate is never easy,neutral,84,12,54.0,2
686,690,Had a bad day at school. Everything seems to be going wrong. , Bad ,13/09/2023 16:45, ToughDayHighSchool , Facebook , #BadDay #HighSchoolBlues ,20.0,40.0, UK,2023,9,13,16,had a bad day at school everything seems to be going wrong,neutral,58,12,60.0,2
687,691,Feeling down after not making the sports team. Disappointment lingers. , Sad ,14/09/2023 18:20, SportsTeamRejectionHighSchool , Twitter , #Disappointment #HighSchoolSports ,17.0,34.0, USA,2023,9,14,18,feeling down after not making the sports team disappointment lingers,negative,68,10,51.0,2
688,692,Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch. , Hate ,15/09/2023 14:15, CafeteriaConflictHighSchool , Instagram , #CafeteriaDrama #HighSchoolTension ,21.0,41.0, Canada,2023,9,15,14,witnessed a heated argument in the cafeteria unpleasant atmosphere at lunch,neutral,75,11,62.0,2
689,693,Received a not-so-great grade on a major project. Academic frustration setting in. , Bad ,16/09/2023 17:30, ProjectGradeDisappointmentHighSchool , Facebook , #AcademicFrustration #HighSchoolStress ,19.0,38.0, UK,2023,9,16,17,received a notsogreat grade on a major project academic frustration setting in,neutral,78,12,57.0,2
690,694,Dealing with a personal setback. Sometimes life throws unexpected challenges. , Sad ,17/09/2023 20:45, PersonalSetbackHighSchool , Twitter , #LifeChallenges #HighSchoolStruggles ,22.0,44.0, USA,2023,9,17,20,dealing with a personal setback sometimes life throws unexpected challenges,negative,75,10,66.0,2
691,695,Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected. , Sad ,18/09/2023 22:00, LonelySaturdayHighSchool , Instagram , #LonelyNights #HighSchoolEmotions ,16.0,31.0, Canada,2023,9,18,22,feeling lonely on a saturday night sometimes solitude hits harder than expected,negative,79,12,47.0,2
692,696,Experiencing cyberbullying. Hateful messages online are disheartening. , Hate ,19/09/2023 15:15, CyberbullyingVictimHighSchool , Facebook , #StopCyberbullying #HighSchoolReality ,14.0,27.0, UK,2023,9,19,15,experiencing cyberbullying hateful messages online are disheartening,neutral,68,7,41.0,2
693,697,Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck. , Bad ,20/09/2023 12:30, RainyDayBluesHighSchool , Twitter , #BadLuck #HighSchoolWeather ,18.0,35.0, USA,2023,9,20,12,caught in a torrential rainstorm without an umbrella todays weather is just bad luck,neutral,84,14,53.0,2
694,698,Missing an important event due to unforeseen circumstances. A day filled with sadness. , Sad ,21/09/2023 16:45, MissedOpportunityHighSchool , Instagram , #MissedChances #HighSchoolRegret ,20.0,39.0, Canada,2023,9,21,16,missing an important event due to unforeseen circumstances a day filled with sadness,negative,84,13,59.0,2
695,699,Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful. , Hate ,22/09/2023 18:20, RumorVictimHighSchool , Facebook , #RumorMills #HighSchoolDrama ,23.0,46.0, UK,2023,9,22,18,dealing with unfounded rumors circulating about personal life rumors can be hurtful,neutral,83,12,69.0,2
696,700,Got a flat tire on the way to an important meeting. Talk about a series of bad events! , Bad ,23/09/2023 14:15, FlatTireWoesHighSchool , Twitter , #BadLuckDay #HighSchoolStruggles ,25.0,50.0, USA,2023,9,23,14,got a flat tire on the way to an important meeting talk about a series of bad events,neutral,84,18,75.0,2
697,701,Feeling a sense of emptiness after a close friend moves away. Farewells are always sad. , Sad ,24/09/2023 17:30, FriendMovingAwayHighSchool , Instagram , #SayingGoodbye #HighSchoolEmotions ,21.0,42.0, Canada,2023,9,24,17,feeling a sense of emptiness after a close friend moves away farewells are always sad,negative,85,15,63.0,2
698,702,Facing rejection from a dream college. Disheartened but determined to explore other paths. , Sad ,25/09/2023 20:45, CollegeRejectionHighSchool , Facebook , #CollegeDreams #HighSchoolJourney ,19.0,37.0, UK,2023,9,25,20,facing rejection from a dream college disheartened but determined to explore other paths,negative,88,13,56.0,2
699,703,Encountering online toxicity during a gaming session. Hateful comments can ruin the fun. , Hate ,26/09/2023 14:15, GamingToxicityHighSchool , Twitter , #OnlineGaming #HighSchoolGamer ,16.0,32.0, USA,2023,9,26,14,encountering online toxicity during a gaming session hateful comments can ruin the fun,neutral,86,13,48.0,2
700,704,Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence. , Bad ,27/09/2023 17:30, BadHairDayBluesHighSchool , Instagram , #BadHairDay #HighSchoolConfidence ,18.0,36.0, Canada,2023,9,27,17,having a bad hair day and feeling selfconscious bad hair days can affect confidence,neutral,83,14,54.0,2
701,705,Feeling a sense of despair after a major project failure. Hard work didn't pay off this time. , Sad ,28/09/2023 22:00, ProjectFailureDespairHighSchool , Facebook , #ProjectStruggles #HighSchoolHardships ,21.0,41.0, UK,2023,9,28,22,feeling a sense of despair after a major project failure hard work didnt pay off this time,negative,90,17,62.0,2
702,706,Experiencing hate comments for expressing personal opinions. Online negativity prevails. , Hate ,29/09/2023 15:45, OpinionsHateHighSchool , Twitter , #OnlineOpinions #HighSchoolCriticism ,24.0,48.0, USA,2023,9,29,15,experiencing hate comments for expressing personal opinions online negativity prevails,neutral,86,10,72.0,2
703,707,Having a string of bad luck with constant technology malfunctions. Tech troubles galore! , Bad ,30/09/2023 18:20, TechMalfunctionWoesHighSchool , Instagram , #TechIssues #HighSchoolTech ,22.0,43.0, Canada,2023,9,30,18,having a string of bad luck with constant technology malfunctions tech troubles galore,neutral,86,13,65.0,2
704,708,Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness. , Sad ,01/10/2023 14:15, MissedEventBluesHighSchool , Facebook , #MissedMoments #HighSchoolRegret ,20.0,39.0, UK,2023,10,1,14,missing out on a longanticipated event due to unexpected circumstances a day filled with sadness,negative,96,15,59.0,2
705,709,Trying out a new study technique for upcoming exams. Exploring different learning strategies. , Neutral ,02/10/2023 16:45, StudyTechniqueExperimentHighSchool , Instagram , #StudyStrategies #HighSchoolExams ,23.0,42.0, USA,2023,10,2,16,trying out a new study technique for upcoming exams exploring different learning strategies,neutral,91,13,65.0,2
706,710,Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness. , Neutral ,03/10/2023 12:30, CommunityCleanupHighSchool , Twitter , #EnvironmentalEfforts #HighSchoolCommunity ,26.0,50.0, Canada,2023,10,3,12,organizing a community cleanup event for a cleaner neighborhood promoting environmental awareness,neutral,97,12,76.0,2
707,711,Sharing favorite book recommendations with classmates. Building a mini book club. , Neutral ,04/10/2023 18:20, BookRecommendationsHighSchool , Facebook , #BookClub #HighSchoolReads ,19.0,38.0, UK,2023,10,4,18,sharing favorite book recommendations with classmates building a mini book club,neutral,79,11,57.0,2
708,712,Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen. , Neutral ,05/10/2023 14:15, BakeSaleRecipeExperimentHighSchool , Instagram , #BakingAdventures #HighSchoolBakes ,21.0,43.0, USA,2023,10,5,14,experimenting with a new recipe for a school bake sale baking adventures in the kitchen,neutral,87,15,64.0,2
709,713,Collaborating on a school project with peers. Teamwork makes the dream work. , Neutral ,06/10/2023 17:30, SchoolProjectCollaborationHighSchool , Twitter , #Teamwork #HighSchoolProjects ,18.0,36.0, Canada,2023,10,6,17,collaborating on a school project with peers teamwork makes the dream work,neutral,74,12,54.0,2
710,714,Attending a school club meeting to explore new interests. Dabbling in extracurricular activities. , Neutral ,07/10/2023 20:45, ExtracurricularExplorationHighSchool , Instagram , #SchoolClubs #HighSchoolInterests ,22.0,45.0, UK,2023,10,7,20,attending a school club meeting to explore new interests dabbling in extracurricular activities,neutral,95,13,67.0,2
711,715,Exploring a new part-time job opportunity for gaining work experience. Career development in progress. , Neutral ,08/10/2023 15:15, PartTimeJobExplorationHighSchool , Facebook , #CareerDevelopment #HighSchoolJobs ,24.0,48.0, USA,2023,10,8,15,exploring a new parttime job opportunity for gaining work experience career development in progress,neutral,99,14,72.0,2
712,716,Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities. , Neutral ,09/10/2023 22:00, SchoolAssemblyParticipationHighSchool , Twitter , #SchoolEvents #HighSchoolConnectivity ,20.0,40.0, Canada,2023,10,9,22,attending a school assembly to stay informed about upcoming events and announcements staying connected with school activities,neutral,125,17,60.0,2
713,717,Exploring a new hobby of photography during free time. Capturing moments through a lens. , Neutral ,10/10/2023 14:15, PhotographyHobbyHighSchool , Instagram , #PhotographyJourney #HighSchoolHobbies ,25.0,49.0, UK,2023,10,10,14,exploring a new hobby of photography during free time capturing moments through a lens,neutral,86,14,74.0,2
714,718,Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers. , Neutral ,11/10/2023 16:45, ScienceFairParticipationHighSchool , Facebook , #ScienceFair #HighSchoolScience ,19.0,37.0, USA,2023,10,11,16,participating in a science fair to showcase a unique experiment sharing knowledge with peers,neutral,92,14,56.0,2
715,719,Attending a workshop on time management to enhance organizational skills. Striving for efficiency. , Neutral ,12/10/2023 18:20, TimeManagementWorkshopHighSchool , Twitter , #EfficiencyGoals #HighSchoolSkills ,23.0,44.0, Canada,2023,10,12,18,attending a workshop on time management to enhance organizational skills striving for efficiency,neutral,96,13,67.0,2
716,720,Volunteering at a local charity event to give back to the community. Contributing to social causes. , Neutral ,13/10/2023 12:30, CharityEventVolunteerHighSchool , Instagram , #CommunityService #HighSchoolVolunteer ,20.0,39.0, UK,2023,10,13,12,volunteering at a local charity event to give back to the community contributing to social causes,neutral,97,16,59.0,2
717,721,Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action. , Neutral ,14/10/2023 17:30, GroupProjectCollaborationHighSchool , Facebook , #TeamSpirit #HighSchoolProjects ,18.0,35.0, USA,2023,10,14,17,collaborating on a group project to promote teamwork and shared responsibilities group effort in action,neutral,103,15,53.0,2
718,722,Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress. , Neutral ,15/10/2023 20:45, DebateClubParticipationHighSchool , Twitter , #DebateSkills #HighSchoolIntellect ,22.0,43.0, Canada,2023,10,15,20,participating in a debate club to enhance critical thinking and communication skills intellectual engagement in progress,neutral,120,16,65.0,2
719,723,Celebrating a friend's birthday with a surprise party. Joyful moments and laughter all around! , Happy ,16/10/2023 15:45, BirthdaySurpriseHighSchool , Instagram , #SurpriseParty #HighSchoolCelebration ,27.0,52.0, UK,2023,10,16,15,celebrating a friends birthday with a surprise party joyful moments and laughter all around,positive,91,14,79.0,2
720,724,Successfully completing a challenging coding project. Excitement for overcoming coding hurdles! , Happy ,17/10/2023 12:30, CodingSuccessHighSchool , Twitter , #CodingTriumph #HighSchoolTech ,24.0,48.0, USA,2023,10,17,12,successfully completing a challenging coding project excitement for overcoming coding hurdles,positive,93,11,72.0,2
721,725,Attending a school talent show to support classmates. Applauding the diverse talents on display! , Happy ,18/10/2023 16:45, TalentShowSupportHighSchool , Facebook , #TalentShow #HighSchoolEntertainment ,19.0,38.0, Canada,2023,10,18,16,attending a school talent show to support classmates applauding the diverse talents on display,positive,94,14,57.0,2
